HHID,s04_start_time,s04q01,s04q02,s04q03,s04q04,s04q05,s04q06,s04q07,s04q08,s04q08_oth,s04q16,s04q19a,s04q19b,s04q19c,s04q19d,s04q20,s04q21,s04q26,s04q27a,s04q27b,s04q27c,s04q27d,s04q27e,s04q27f,s04q27g,s04q28,s04q28_oth,s04q29a,s04q29a_UM,s04q29b,s04q29b_UM,s04q30,s04_end_time
390b32262a234ffa9febe7dd79d3afe3,2019-12-20T15:40:51,1,42,1,Wood or logs,Fibrous cement,Wooden planks,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,48000,46000,Did not spend anything,Did not spend anything,9000,Did not spend anything,Did not spend anything,Owned by the household,,,,800000,RIEL,Nothing,2019-12-20T15:48:40
39371027da0a48938715a399c2a8c253,2019-11-21T08:08:00,1,55,1,Wood or logs,Fibrous cement,Ceramic tiles,Publicly-provided electricity/City power,Bottled water,,10000,Pour flush (or flush) to septic tank or pit,No,"Yes, used to pump/empty",Remove the feces by using a recycling equipment and force,Nothing,Nothing,Liquefied petroleum gas LPG,15000,30000,Did not spend anything,Did not spend anything,7500,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-11-21T08:14:26
393ef7bf9b7c4743bc46ef7f76607a83,2019-10-22T14:02:02,1,30,1,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,"Earth, clay",Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,20000,18000,Did not spend anything,5000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,80000,RIEL,Nothing,2019-10-22T14:07:07
39426947bdf248248fc1232a318780c6,2019-10-09T08:36:22,1,96,1,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Ceramic tiles,Publicly-provided electricity/City power,Bottled water,,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,15000,30000,Did not spend anything,Did not spend anything,2000,Did not spend anything,Did not spend anything,Owned by the household,,,,120000,RIEL,Nothing,2019-10-09T08:44:45
3954a30ab6bf4c86a174872cfe0b0cc2,2019-12-28T09:48:52,1,48,2,Wood or logs,Tiles,Wooden planks,Publicly-provided electricity/City power,"Surface water (river, stream, dam, lakes, ponds, streams, canals, and irrigeation channels)",,8000,Pour flush (or flush) to septic tank or pit,Yes,"No, never pump/empty",,Nothing,Nothing,Firewood,30000,Did not spend anything,Did not spend anything,32000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,600000,RIEL,Nothing,2019-12-28T09:52:28
39773458aabe439c810a3b3dff904d87,2019-10-14T14:55:05,1,85,1,Wood or logs,Tiles,Wooden planks,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,5000,Did not spend anything,Did not spend anything,20000,Did not spend anything,Did not spend anything,Did not spend anything,Not owned but no rent is paid,,,,120000,RIEL,Nothing,2019-10-14T14:59:41
3981973f99264a31b01a2b85e5fa8f6a,2019-11-14T15:03:06,1,35,1,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,"Earth, clay",Publicly-provided electricity/City power,Rainwater collection,,not buying water source,None,,,,Nothing,Nothing,Liquefied petroleum gas LPG,25000,13000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,80000,RIEL,Nothing,2019-11-14T15:06:51
39c216d9e84640958351de0b86027bea,2019-10-23T15:22:47,1,12,1,"Bamboo, Thatch/leaves, Grass",Galvanized iron or aluminium or other metal sheets,Wooden planks,Candle,"Tube Well, Borehole",,not buying water source,None,,,,Nothing,Nothing,Liquefied petroleum gas LPG,Did not spend anything,18000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,15000,Owned by the household,,,,100000,RIEL,Nothing,2019-10-23T15:26:48
39c6b8996cb94870bbbc455dff2cf4f0,2019-10-10T08:30:33,1,144,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,"Parquet, polished wood",Publicly-provided electricity/City power,"Piped into compound, yard or plot",,40000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Charcoal,60000,10000,Did not spend anything,Did not spend anything,15000,Did not spend anything,Did not spend anything,Owned by the household,,,,100,USD,Nothing,2019-10-10T08:36:54
39e77ac3dd7f4a36bede6c6c519eb77c,2019-12-13T10:24:40,1,42,2,Wood or logs,Tiles,Wooden planks,Publicly-provided electricity/City power,Rainwater collection,,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,36000,Did not spend anything,Did not spend anything,20000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,300000,RIEL,Nothing,2019-12-13T10:30:25
39f0767197c84e10a61c58f8f0b21d6c,2019-10-11T16:44:01,1,74,2,"Concrete, brick, stone",Tiles,Ceramic tiles,Publicly-provided electricity/City power,Piped into dwelling,,20000,Pour flush (or flush connected to sewerage,No,"No, never pump/empty",,Nothing,4000,Liquefied petroleum gas LPG,50000,20000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,300,USD,Nothing,2019-10-11T16:50:20
39f1decffde5416094250c2c0ddb206e,2019-10-19T10:28:42,1,66,1,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,"Parquet, polished wood",Publicly-provided electricity/City power,Piped into dwelling,,20000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,40000,18000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-10-19T10:34:15
39f2cce9c1004fab9e2a26004a2a2590,2019-12-23T18:12:53,1,35,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,"Piped into compound, yard or plot",,6000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,12000,Did not spend anything,Did not spend anything,60000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,40000,RIEL,200000,2019-12-23T18:15:40
3a10cf6da6084bf2b586feb77af472bf,2019-11-28T08:29:03,1,48,1,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,Ceramic tiles,Publicly-provided electricity/City power,Piped into dwelling,,46000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Charcoal,47000,10000,Did not spend anything,12000,39000,Did not spend anything,Did not spend anything,Owned by the household,,,,40000,RIEL,Nothing,2019-11-28T08:32:28
3a141bb29b7242eda9eb43bc625e1d4f,2019-11-08T10:05:10,1,70,3,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Solar,Protected well,,not buying water source,None,,,,Nothing,Nothing,Firewood,Did not spend anything,Did not spend anything,24000,15000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,150000,RIEL,Nothing,2019-11-08T10:11:53
3a677c79670a4723a07c458896c17de8,2019-11-27T15:33:25,1,12,1,"Bamboo, Thatch/leaves, Grass",Galvanized iron or aluminium or other metal sheets,"Earth, clay",Battery,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,Did not spend anything,Did not spend anything,Did not spend anything,30000,Did not spend anything,8000,Did not spend anything,Owned by the household,,,,20000,RIEL,Nothing,2019-11-27T15:40:39
3a9ab098f4d246d3ba75f0e7c8548437,2019-10-24T18:15:15,1,156,2,"Concrete, brick, stone",Tiles,Ceramic tiles,Publicly-provided electricity/City power,Bottled water,,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,17000,32000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,400000,RIEL,Nothing,2019-10-24T18:23:18
3a9d1fc9ac2244b39d5779e830c59249,2019-11-15T13:57:16,1,120,1,Wood or logs,Tiles,Wooden planks,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,15000,Did not spend anything,Did not spend anything,45000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,100000,RIEL,Nothing,2019-11-15T14:02:11
3b295a922b3a47b18e646c5e8553023e,2019-12-02T15:09:37,1,56,2,Wood or logs,Tiles,Bamboo strips,Publicly-provided electricity/City power,Piped into dwelling,,35000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,40000,15000,Did not spend anything,23000,10000,Did not spend anything,Did not spend anything,Owned by the household,,,,120000,RIEL,Nothing,2019-12-03T06:39:02
3b53e7fbc8c9468e9aef8fc65a50e47c,2019-11-17T14:25:23,1,24,1,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,Cement/Brick/Stone,Publicly-provided electricity/City power,"Surface water (river, stream, dam, lakes, ponds, streams, canals, and irrigeation channels)",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,70000,Did not spend anything,Did not spend anything,80000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,50000,RIEL,40000,2019-11-17T14:30:15
3b81b584cfc34a54b83cc9bab4adead2,2019-11-14T15:25:39,1,30,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,Rainwater collection,,not buying water source,Pour flush (or flush) to septic tank or pit,No,Don't know,,Nothing,Nothing,Charcoal,7200,Did not spend anything,Did not spend anything,Did not spend anything,25000,Did not spend anything,Did not spend anything,Owned by the household,,,,40,USD,Nothing,2019-11-14T15:29:46
3bc4c4f3f5434eb5b7aeaae210af4745,2019-11-15T09:42:08,1,30,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Solar,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,Did not spend anything,Did not spend anything,Did not spend anything,90000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,50000,RIEL,Nothing,2019-11-15T09:46:21
3bea400e6f0d43a2b5dbc8be55e38688,2019-11-26T14:50:01,1,12,1,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,"Parquet, polished wood",Publicly-provided electricity/City power,Rainwater collection,,not buying water source,None,,,,Nothing,Nothing,Firewood,7500,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,50000,RIEL,Nothing,2019-11-26T14:53:39
3c0d7b17ebe941079d40ed8315fb3b0c,2019-10-10T08:49:23,1,117,1,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Ceramic tiles,Publicly-provided electricity/City power,Bottled water,,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,15000,20000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,120000,RIEL,Nothing,2019-10-10T08:57:27
3c12f6c218a048418e1f4c9b20bad123,2019-10-16T08:19:49,1,36,1,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Cement/Brick/Stone,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,None,,,,Nothing,Nothing,Publicly-provided electricity/City Power,40000,6000,Did not spend anything,50000,15000,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-10-16T08:25:20
3c1551a48cba47eaa175b0c5ba0753c6,2019-11-09T08:29:01,1,72,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,Rainwater collection,,not buying water source,Pour flush (or flush) to septic tank or pit,Yes,"No, never pump/empty",,Nothing,Nothing,Firewood,17500,Did not spend anything,Did not spend anything,45000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,60000,RIEL,Nothing,2019-11-09T08:32:12
3c1be457a2b346cabdf8a35025a9b0a5,2019-10-17T16:52:52,1,80,3,"Concrete, brick, stone",Tiles,"Parquet, polished wood",Publicly-provided electricity/City power,"Piped into compound, yard or plot",,20000,Pour flush (or flush) to septic tank or pit,No,"Yes, used to pump/empty",Remove the feces by using a tanker truck for cleaning sewage,10000,Nothing,Liquefied petroleum gas LPG,120000,60000,Did not spend anything,1000,15000,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-10-17T16:59:01
3cbc92019dbf473b9cba95430fff7405,2019-10-29T14:50:48,1,91,3,"Concrete, brick, stone",Tiles,Ceramic tiles,Publicly-provided electricity/City power,"Tube Well, Borehole",,3500,Pour flush (or flush) to septic tank or pit,No,Don't know,,Nothing,Nothing,Liquefied petroleum gas LPG,6000,7500,Did not spend anything,Did not spend anything,1500,Did not spend anything,Did not spend anything,Owned by the household,,,,600000,RIEL,Nothing,2019-10-29T14:55:02
3ccc48103a134f718a65adbaf4e39e26,2019-10-22T10:04:27,1,120,2,"Concrete, brick, stone",Tiles,Ceramic tiles,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,60000,40000,Did not spend anything,Did not spend anything,7000,Did not spend anything,Did not spend anything,Owned by the household,,,,400000,RIEL,Nothing,2019-10-22T10:12:37
3cf1699ba12844b6933a85975ea9b8f6,2019-10-11T08:18:49,1,30,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,Rainwater collection,,not buying water source,Pour flush (or flush) to septic tank or pit,Yes,"No, never pump/empty",,Nothing,Nothing,Firewood,20000,Did not spend anything,Did not spend anything,35000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,90000,RIEL,Nothing,2019-10-11T08:19:58
3cf49d6cb2e74197ad22f7f7fbc9e089,2019-12-21T10:53:04,2,80,4,"Concrete, brick, stone",Tiles,Cement/Brick/Stone,Publicly-provided electricity/City power,Piped into dwelling,,31000,Pour flush (or flush connected to sewerage,No,"No, never pump/empty",,3000,6000,Liquefied petroleum gas LPG,250000,45000,Did not spend anything,5000,7500,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-12-21T10:59:16
3d0c898bcf364aa88947650f7f2b553e,2019-12-22T14:03:33,1,104,2,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Ceramic tiles,Publicly-provided electricity/City power,Piped into dwelling,,20000,Pour flush (or flush connected to sewerage,No,"No, never pump/empty",,2000,4000,Liquefied petroleum gas LPG,100000,30000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,150,USD,Nothing,2019-12-22T14:06:06
3d3b20a53e88436fae18b2374cf9e691,2019-12-01T10:24:48,1,30,1,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Ceramic tiles,Publicly-provided electricity/City power,Bottled water,,20000,Pour flush (or flush connected to sewerage,No,"No, never pump/empty",,Nothing,4000,Liquefied petroleum gas LPG,66000,33000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Rented,,320000,RIEL,,,Nothing,2019-12-01T10:31:46
3d504006badb4130a35ae31b9ee925cc,2019-12-21T13:45:23,1,20,1,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,"Earth, clay",Battery,"Surface water (river, stream, dam, lakes, ponds, streams, canals, and irrigeation channels)",,15000,None,,,,Nothing,Nothing,Firewood,Did not spend anything,Did not spend anything,Did not spend anything,10000,Did not spend anything,2500,Did not spend anything,Owned by the household,,,,30000,RIEL,Nothing,2019-12-21T13:48:01
3db75831452c41659d72306261a55fcc,2019-11-20T15:40:59,1,20,1,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,"Earth, clay",Solar,Tanker-truck,,45000,None,,,,Nothing,Nothing,Firewood,Did not spend anything,Did not spend anything,Did not spend anything,35000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,40000,RIEL,480000,2019-11-20T15:49:08
3dc26f00023c4f27879e4f8f7b1f67e9,2019-10-10T12:23:07,1,80,1,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,Cement/Brick/Stone,Publicly-provided electricity/City power,Bottled water,,100000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,20000,Liquefied petroleum gas LPG,20000,64000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,800000,RIEL,Nothing,2019-10-10T12:34:34
3e2201f1e92a45a08b3c2e15c485a6b7,2019-12-22T11:09:33,1,30,1,Galvanized iron or aluminium or other metal sheets,Fibrous cement,Wooden planks,Publicly-provided electricity/City power,Piped into dwelling,,18000,None,,,,Nothing,Nothing,Firewood,14000,Did not spend anything,Did not spend anything,25000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,40000,RIEL,Nothing,2019-12-22T11:15:18
3e6e504fffbe475785bbedbe6dbc7472,2019-10-16T09:37:42,1,12,1,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Ceramic tiles,Publicly-provided electricity/City power,Piped into dwelling,,30000,Pour flush (or flush connected to sewerage,No,"No, never pump/empty",,Nothing,4000,Liquefied petroleum gas LPG,40000,12000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Rented,,240000,RIEL,,,Nothing,2019-10-16T09:42:02
3ec88bf9a46f4103bf35b222b39bed70,2019-12-08T08:38:37,1,126,2,Wood or logs,Galvanized iron or aluminium or other metal sheets,Cement/Brick/Stone,Publicly-provided electricity/City power,Rainwater collection,,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,12000,Did not spend anything,Did not spend anything,30000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,100000,RIEL,Nothing,2019-12-08T08:44:38
3ee4ae85734a446da667a053c03293d8,2019-12-26T08:16:21,1,30,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,Rainwater collection,,not buying water source,None,,,,Nothing,Nothing,Charcoal,10000,Did not spend anything,Did not spend anything,Did not spend anything,48000,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-12-26T08:20:42
3f0104fa898546ce9cfc6c483a97aab4,2019-11-14T09:04:52,1,35,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Solar,"Surface water (river, stream, dam, lakes, ponds, streams, canals, and irrigeation channels)",,not buying water source,None,,,,Nothing,Nothing,Firewood,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,750000,Owned by the household,,,,400000,RIEL,Nothing,2019-11-14T09:13:08
3f08e5eb92ca44e8b17c50d69f79062b,2019-11-15T15:13:06,1,20,1,"Bamboo, Thatch/leaves, Grass",Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,"Surface water (river, stream, dam, lakes, ponds, streams, canals, and irrigeation channels)",,not buying water source,None,,,,Nothing,Nothing,Firewood,25000,Did not spend anything,Did not spend anything,30000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,30000,RIEL,Nothing,2019-11-15T15:16:35
3f394b97b3034cc08815022e1c3be56b,2019-12-14T09:34:11,1,24,1,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,"Earth, clay",Battery,"Surface water (river, stream, dam, lakes, ponds, streams, canals, and irrigeation channels)",,10000,None,,,,Nothing,Nothing,Firewood,Did not spend anything,Did not spend anything,Did not spend anything,14000,Did not spend anything,8000,Did not spend anything,Owned by the household,,,,40000,RIEL,Nothing,2019-12-14T09:44:50
3f5ff1bfa83047199e264f138c6bf084,2019-10-09T09:30:33,1,30,0,Wood or logs,Other (Specify),Wooden planks,Battery,Tanker-truck,,100000,None,,,,Nothing,Nothing,Firewood,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,9000,Did not spend anything,Owned by the household,,,,40000,RIEL,100000,2019-10-09T09:43:00
3fa7048d07cb443a86de0a4255aa61bf,2019-12-29T08:57:59,1,60,3,"Concrete, brick, stone",Concrete,Ceramic tiles,Publicly-provided electricity/City power,Piped into dwelling,,60000,Pour flush (or flush) to septic tank or pit,No,"Yes, used to pump/empty",Don't know,6000,4000,Liquefied petroleum gas LPG,250000,30000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Rented,,800000,RIEL,,,Nothing,2019-12-29T09:02:12
3fb164eb72ac49348b3f3f41edc93c98,2019-10-29T15:37:11,1,85.5,4,Wood or logs,Fibrous cement,Cement/Brick/Stone,Publicly-provided electricity/City power,Bottled water,,30000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,113500,41000,Did not spend anything,Did not spend anything,5000,Did not spend anything,Did not spend anything,Owned by the household,,,,300,USD,Nothing,2019-10-29T15:48:15
3fd7ddd1c1c34b1baf21165deb49c769,2019-12-14T15:54:36,1,20,1,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,"Earth, clay",Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,20000,15000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,80000,RIEL,Nothing,2019-12-14T15:58:35
406ba623cf2e48dbb8714846a587ac82,2019-11-28T10:56:41,1,50,1,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Ceramic tiles,Publicly-provided electricity/City power,Piped into dwelling,,27300,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,27500,5000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-11-28T11:11:54
409d4b8d479d4e1fadbfac4458a84ff3,2019-12-20T09:06:21,1,200,2,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Ceramic tiles,Publicly-provided electricity/City power,Bottled water,,80000,Pour flush (or flush connected to sewerage,No,"No, never pump/empty",,Nothing,10000,Publicly-provided electricity/City Power,42000,Did not spend anything,Did not spend anything,Did not spend anything,6000,Did not spend anything,Did not spend anything,Owned by the household,,,,600000,RIEL,Nothing,2019-12-20T09:19:30
41392f99b5b643eabd4fdb172bd57134,2019-11-27T08:32:04,1,74,1,Wood or logs,Fibrous cement,Wooden planks,Publicly-provided electricity/City power,Piped into dwelling,,8000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,15000,14000,Did not spend anything,30000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-11-27T08:37:43
414f1c8d689a472eb28b4019188f7503,2019-10-10T09:15:50,1,12,0,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,"Earth, clay",Solar,"Tube Well, Borehole",,not buying water source,None,,,,Nothing,Nothing,Firewood,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,20000,RIEL,40000,2019-10-10T09:21:34
419523e1d2c5441b88f1bbd91d101414,2019-10-31T10:05:23,1,20,1,Galvanized iron or aluminium or other metal sheets,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,"Tube Well, Borehole",,15000,Pit latrine without slab or open pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,40000,Did not spend anything,Did not spend anything,Did not spend anything,8000,Did not spend anything,Did not spend anything,Owned by the household,,,,40,USD,Nothing,2019-10-31T10:08:31
41ccb01630ea4fba8a9fce35875a007a,2019-12-23T09:45:15,1,56,4,Wood or logs,Tiles,Wooden planks,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,22600,Did not spend anything,Did not spend anything,30000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,50,USD,Nothing,2019-12-23T09:52:24
4201385b88184f1ca00a3f36748e8ddc,2019-11-09T10:06:05,1,48,1,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Cement/Brick/Stone,Publicly-provided electricity/City power,Rainwater collection,,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,17000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,60000,RIEL,Nothing,2019-11-09T10:09:47
423e5ec2c1af4d6b89da0680148f8a04,2019-11-08T14:44:29,1,70,1,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Ceramic tiles,Publicly-provided electricity/City power,Piped into dwelling,,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,32000,Did not spend anything,Did not spend anything,30000,Did not spend anything,Did not spend anything,Did not spend anything,Not owned but no rent is paid,,,,150000,RIEL,Nothing,2019-11-08T14:47:14
42555aef5d9345199992c94f91a4ec40,2019-10-24T08:22:00,1,32.5,2,"Concrete, brick, stone",Galvanized iron or aluminium or other metal sheets,Cement/Brick/Stone,Publicly-provided electricity/City power,"Tube Well, Borehole",,not buying water source,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Liquefied petroleum gas LPG,50000,40000,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,150,USD,Nothing,2019-10-24T08:29:03
4281cd9966954eee8b4a0d92f2d92e87,2019-10-23T10:50:20,1,24,1,Wood or logs,Tiles,"Parquet, polished wood",Publicly-provided electricity/City power,"Surface water (river, stream, dam, lakes, ponds, streams, canals, and irrigeation channels)",,30000,Pour flush (or flush) to septic tank or pit,No,"Yes, used to pump/empty",Remove the feces by using a tanker truck for cleaning sewage,Nothing,Nothing,Firewood,30000,Did not spend anything,Did not spend anything,12000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,200000,RIEL,Nothing,2019-10-23T10:56:01
42f3685d9215455ead27d4410caed2c4,2019-12-23T09:27:49,1,63,1,Wood or logs,Galvanized iron or aluminium or other metal sheets,Wooden planks,Publicly-provided electricity/City power,"Tube Well, Borehole",,5000,Pour flush (or flush) to septic tank or pit,No,"No, never pump/empty",,Nothing,Nothing,Firewood,38000,Did not spend anything,Did not spend anything,30000,Did not spend anything,Did not spend anything,Did not spend anything,Owned by the household,,,,100000,RIEL,Nothing,2019-12-23T09:34:07
