HHID,PID,s11_start_time,s11q01a,s11q01b,s11q02,s11q03,s11q04,s11q05,s11q06,s11q07,s11q08,s11q09a,s11q09a_oth,s11q09b,s11q10,s11q11__1,s11q11__2,s11q11__3,s11q12,s11q13,s11q14,s11q15a,s11q15b,s11q16a,s11q16b,s11q16c,s11q16d,s11q16e,s11q16f,s11q16g,s11q16h,s11q17a,s11_end_time
23cdb644f84d4740899061b91ff3ecee,6,2019-10-17T16:05:25,No,2,Yes,Yes,Yes,5,Class four completed,Yes,Class five,,,Public,No,,,,No,,,Yes,Class four,No expenses / Don't Know,120000,8000,5000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-10-17T16:07:15
23cdb644f84d4740899061b91ff3ecee,7,2019-10-17T16:07:22,No,2,No,No,Yes,0,Pre-school/Kindergarten,Yes,Class one,,,Public,No,,,,No,,,Yes,Pre-school/Kindergarten,No expenses / Don't Know,No expenses / Don't Know,5000,2000,No expenses / Don't Know,No expenses / Don't Know,3000,,ALONE,2019-10-17T16:09:13
23e6444bba994b8cb0ba135234b28e64,1,2019-11-13T14:42:02,Yes,,Yes,Yes,Yes,13,Class twelve completed without certificate,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-13T14:42:47
23e6444bba994b8cb0ba135234b28e64,2,2019-11-13T14:42:50,Yes,,Yes,Yes,Yes,13,Class twelve completed without certificate,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-13T14:43:21
23e6444bba994b8cb0ba135234b28e64,3,2019-11-13T14:43:26,No,2,No,No,Yes,1,No class completed,Yes,Pre-school/Kindergarten,Private Preschool,,,No,,,,No,,,Yes,Pre-school/Kindergarten,No expenses / Don't Know,64000,4000,30000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-11-13T14:46:23
23f255217e874b508e32658098456cbe,1,2019-12-17T15:52:16,Yes,,Yes,Yes,Yes,3,Class three completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-17T15:52:56
23f255217e874b508e32658098456cbe,2,2019-12-17T15:53:00,No,1,No,No,Yes,1,Pre-school/Kindergarten,Yes,Pre-school/Kindergarten,State Preschool,,,No,,,,No,,,No,,,,,,,,,,WITH CHILDREN PRESENT,2019-12-17T15:55:39
24211b50ef5f4e598c29c3fa0177d376,1,2019-11-29T15:44:58,Yes,,Yes,No,Yes,2,Class one completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-29T15:46:08
24211b50ef5f4e598c29c3fa0177d376,2,2019-11-29T15:43:39,Yes,,Yes,Yes,Yes,4,Class three completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-29T15:44:53
24211b50ef5f4e598c29c3fa0177d376,3,2019-11-29T15:37:41,No,5,Yes,Yes,Yes,5,Class four completed,Yes,Class five,,,Public,No,,,,No,,,Yes,Class five,No expenses / Don't Know,No expenses / Don't Know,90000,25000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-11-29T15:40:44
24211b50ef5f4e598c29c3fa0177d376,4,2019-11-29T15:40:58,No,5,Yes,No,Yes,2,Class one completed,Yes,Class two,,,Public,No,,,,No,,,Yes,Class two,No expenses / Don't Know,No expenses / Don't Know,30000,50000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-11-29T15:42:37
24211b50ef5f4e598c29c3fa0177d376,5,2019-11-29T15:42:48,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-29T15:43:29
24902876c5d246e8b0402d1b3446fea3,1,2019-12-16T13:39:10,Yes,,Yes,Yes,Yes,7,Class seven completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-16T13:39:54
24902876c5d246e8b0402d1b3446fea3,2,2019-12-16T13:40:03,Yes,,No,No,Yes,1,Class one completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-16T13:41:22
24902876c5d246e8b0402d1b3446fea3,3,2019-12-16T13:41:26,No,2,No,No,No,,,,,,,,,Too young,,,No,,,No,,,,,,,,,,ALONE,2019-12-16T13:42:37
24902876c5d246e8b0402d1b3446fea3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496fa3185254a1b8eadda58b68ffc1e,1,2019-10-18T08:36:47,No,2,Yes,Yes,Yes,9,Class nine completed without certificate,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-18T08:41:07
2496fa3185254a1b8eadda58b68ffc1e,2,2019-10-14T10:15:32,Yes,,Yes,Yes,Yes,5,Class three completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-14T10:16:36
2496fa3185254a1b8eadda58b68ffc1e,3,2019-10-14T11:55:18,No,2,Yes,Yes,Yes,4,Class four completed,No,,,,,,Must contribute to household income,,,No,,,No,,,,,,,,,,ALONE,2019-10-14T11:56:43
2496fa3185254a1b8eadda58b68ffc1e,4,2019-10-14T11:57:05,No,2,Yes,Yes,Yes,6,Class six completed,Yes,Class six,,,Public,No,,,,No,,,Yes,Class six,150000,No expenses / Don't Know,15000,25000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-10-14T12:03:50
2496fa3185254a1b8eadda58b68ffc1e,5,2019-10-14T12:03:57,No,2,Yes,Yes,Yes,3,Class three completed,Yes,Class three,,,Public,No,,,,No,,,Yes,Class three,150000,No expenses / Don't Know,15000,25000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-10-14T12:07:11
24a5ea61664c42c4b81977ce2a5f8796,1,2019-11-30T11:13:09,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-30T11:13:40
24a5ea61664c42c4b81977ce2a5f8796,2,2019-11-30T11:45:12,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-30T11:45:38
24a5ea61664c42c4b81977ce2a5f8796,3,2019-11-30T11:18:56,No,1,Yes,Yes,Yes,3,Class three completed,No,,,,,,Don’t want to,,,No,,,No,,,,,,,,,,ALONE,2019-11-30T11:19:45
24a5ea61664c42c4b81977ce2a5f8796,4,2019-11-30T11:17:28,No,1,Yes,Yes,Yes,5,Class five completed,No,,,,,,Don’t want to,,,No,,,No,,,,,,,,,,ALONE,2019-11-30T11:18:49
24a5ea61664c42c4b81977ce2a5f8796,5,2019-11-30T11:15:42,No,1,Yes,Yes,Yes,5,Class four completed,Yes,Class five,,,Public,No,,,,No,,,Yes,Class four,No expenses / Don't Know,No expenses / Don't Know,13000,42000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-11-30T11:17:20
24a5ea61664c42c4b81977ce2a5f8796,6,2019-11-30T11:13:45,No,1,Yes,Yes,Yes,5,Class four completed,Yes,Class five,,,Public,No,,,,No,,,Yes,Class four,No expenses / Don't Know,No expenses / Don't Know,13000,32000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-11-30T11:15:38
24bda431da15455da9bc387276d561b6,1,2019-10-15T09:38:00,Yes,,Yes,Yes,Yes,9,Class nine completed without certificate,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-15T09:40:26
24bda431da15455da9bc387276d561b6,2,2019-10-15T09:40:31,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-15T09:41:02
24bda431da15455da9bc387276d561b6,3,2019-10-15T09:41:07,No,2,Yes,Yes,Yes,10,Class ten completed,Yes,Class eleven,,,Public,Yes,,,,Yes,Yes,Foreign Languages,Yes,Class ten,No expenses / Don't Know,1500000,250000,58000,650000,336000,No expenses / Don't Know,,ALONE,2019-10-15T09:46:34
24d125da30834c2eb0bb688a92108579,1,2019-10-10T08:56:38,Yes,,Yes,Yes,Yes,6,Class six completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-10T08:58:59
24d125da30834c2eb0bb688a92108579,2,2019-10-10T13:25:02,Yes,,Yes,Yes,Yes,5,Class five completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-10T13:27:08
24d125da30834c2eb0bb688a92108579,3,2019-10-10T13:27:18,No,2,No,No,No,,,,,,,,,Too young,,,No,,,No,,,,,,,,,,ALONE,2019-10-10T13:28:26
24e13cba79824954874e041d88ebbba3,1,2019-12-11T15:48:15,No,2,Yes,Yes,Yes,12,Class twelve completed without certificate,No,,,,,,,,,Yes,No,,No,,,,,,,,,,ALONE,2019-12-11T15:49:21
24e13cba79824954874e041d88ebbba3,2,2019-12-07T13:58:30,Yes,,Yes,Yes,Yes,11,Class eleven completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-07T13:59:16
24e13cba79824954874e041d88ebbba3,3,2019-12-07T13:59:25,No,2,Yes,Yes,Yes,13,Class eleven completed,Yes,Class twelve,,,Public,Yes,,,,Yes,Yes,Foreign Languages,Yes,Non-formal class,No expenses / Don't Know,160000,120000,80000,No expenses / Don't Know,40000,No expenses / Don't Know,,ALONE,2019-12-07T14:03:47
24e13cba79824954874e041d88ebbba3,4,2019-12-07T14:03:54,No,2,Yes,Yes,Yes,9,Class seven completed,Yes,Class eight,,,Public,Yes,,,,Yes,Yes,Foreign Languages,Yes,Non-formal class,No expenses / Don't Know,360000,140000,No expenses / Don't Know,No expenses / Don't Know,120000,No expenses / Don't Know,,ALONE,2019-12-07T14:06:28
24e13cba79824954874e041d88ebbba3,5,2019-12-07T14:06:36,No,2,Yes,Yes,Yes,6,Class four completed,Yes,Class five,,,Public,Yes,,,,Yes,Yes,Foreign Languages,Yes,Non-formal class,2320000,No expenses / Don't Know,160000,50000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-12-11T15:53:26
24e13cba79824954874e041d88ebbba3,6,2019-12-07T14:09:56,No,2,No,No,Yes,2,Pre-school/Kindergarten,Yes,Class one,,,Public,Yes,,,,Yes,Yes,Foreign Languages,Yes,Non-formal class,2400000,No expenses / Don't Know,120000,50000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-12-11T15:56:14
25033d63b29b47ac881dfb18d6b5445b,1,2019-11-10T08:16:15,Yes,,Yes,Yes,Yes,3,Class three completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-10T08:17:11
25033d63b29b47ac881dfb18d6b5445b,2,2019-11-10T08:17:16,Yes,,Yes,Yes,Yes,4,Class four completed,No,,,,,,,,,No,,,No,,,,,,,,,,WITH ADULT FEMALES PRESENT,2019-11-10T08:19:34
25281c53359b45139af4e409b28e9e09,1,2019-11-22T09:26:49,Yes,,Yes,Yes,Yes,4,Class four completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-22T09:27:35
25281c53359b45139af4e409b28e9e09,2,2019-11-22T09:27:38,Yes,,Yes,Yes,Yes,7,Class seven completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-22T09:28:21
25281c53359b45139af4e409b28e9e09,3,2019-11-22T09:28:25,Yes,,Yes,Yes,Yes,3,Class two completed,Yes,Class three,,,Public,No,,,,No,,,Yes,Class two,No expenses / Don't Know,No expenses / Don't Know,15000,25000,No expenses / Don't Know,No expenses / Don't Know,20000,,ALONE,2019-11-22T09:28:59
25281c53359b45139af4e409b28e9e09,4,2019-11-22T09:29:03,Yes,,Yes,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-22T09:29:26
258662c697e54ad58380645c7cd3f4cc,1,2019-11-25T17:31:50,Yes,,No,No,Yes,7,Class seven completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-25T17:32:56
258662c697e54ad58380645c7cd3f4cc,2,2019-11-25T17:33:00,Yes,,No,No,Yes,9,Class nine completed without certificate,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-25T17:34:25
258662c697e54ad58380645c7cd3f4cc,3,2019-11-25T17:34:31,Yes,,Yes,Yes,Yes,12,Class eleven completed,Yes,Class twelve,,,Public,Yes,,,,No,,,Yes,Class eleven,No expenses / Don't Know,400000,40000,10000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-11-25T17:40:13
258a74e7c76b4328b776d08507a877fc,1,2019-11-30T07:59:47,Yes,,Yes,Yes,Yes,6,Class six completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-30T08:00:37
258a74e7c76b4328b776d08507a877fc,2,2019-11-30T08:00:45,Yes,,Yes,Yes,Yes,5,Class five completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-30T08:01:43
258a74e7c76b4328b776d08507a877fc,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25b557ec7ecd490cb095716f4a1c16f8,1,2019-10-21T13:58:27,Yes,,Yes,Yes,Yes,11,Class eleven completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-21T13:59:57
25b557ec7ecd490cb095716f4a1c16f8,2,2019-10-21T14:00:01,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-21T14:00:32
25b557ec7ecd490cb095716f4a1c16f8,3,2019-10-21T14:00:40,No,2,Yes,Yes,Yes,4,Class four completed,No,,,,,,Did not do well in school,,,No,,,No,,,,,,,,,,ALONE,2019-10-21T14:02:02
25b557ec7ecd490cb095716f4a1c16f8,4,2019-10-21T14:02:08,Yes,,Yes,Yes,Yes,4,Class four completed,No,,,,,,Don’t want to,,,No,,,No,,,,,,,,,,ALONE,2019-10-21T14:03:07
25b557ec7ecd490cb095716f4a1c16f8,5,2019-10-21T14:03:17,No,2,Yes,Yes,Yes,2,Class two completed,Yes,Class three,,,Public,No,,,,No,,,Yes,Class two,No expenses / Don't Know,No expenses / Don't Know,30000,10000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-12-22T15:52:28
25cd946b68d14285a99082feff32cde4,1,2019-12-20T15:12:42,Yes,,No,Yes,Yes,2,Class two completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-20T15:13:36
25cd946b68d14285a99082feff32cde4,2,2019-12-20T17:42:03,Yes,,Yes,Yes,Yes,5,Class five completed,No,,,,,,Did not do well in school,,,No,,,No,,,,,,,,,,ALONE,2019-12-20T17:43:38
25cd946b68d14285a99082feff32cde4,3,2019-12-20T15:33:10,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-20T15:33:38
25d91413070e4b4e84f994e0f9a13c9c,1,2019-12-15T16:13:44,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-15T16:14:07
25d91413070e4b4e84f994e0f9a13c9c,2,2019-12-16T10:36:32,Yes,,Yes,Yes,Yes,3,Class three completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-16T10:39:06
25d91413070e4b4e84f994e0f9a13c9c,3,2019-12-16T11:15:26,Yes,,Yes,No,Yes,5,Class five completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-16T11:16:14
25d91413070e4b4e84f994e0f9a13c9c,4,2019-12-16T11:30:56,Yes,,Yes,Yes,Yes,4,Class four completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-16T11:32:24
25d91413070e4b4e84f994e0f9a13c9c,5,2019-12-16T10:39:15,No,2,Yes,Yes,Yes,10,Class ten completed,No,,,,,,Must help with household chores,,,No,,,No,,,,,,,,,,ALONE,2019-12-16T10:39:38
25d91413070e4b4e84f994e0f9a13c9c,6,2019-12-16T11:12:48,No,2,Yes,Yes,Yes,7,Class six completed,Yes,Class seven,,,"Other (Specify)""",Yes,,,,No,,,Yes,Class six,No expenses / Don't Know,No expenses / Don't Know,8000,3000,No expenses / Don't Know,No expenses / Don't Know,100000,,ALONE,2019-12-16T11:14:55
25e9f1e37eef46f5ba6e0a1ea34aaf75,1,2019-12-09T15:50:54,Yes,,Yes,Yes,Yes,3,Class one completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-09T15:51:40
25e9f1e37eef46f5ba6e0a1ea34aaf75,3,2019-12-09T15:51:45,No,1,Yes,Yes,Yes,11,Lower education certificate (diploma),Yes,Class ten,,,Public,Yes,,,,No,,,Yes,Class nine,No expenses / Don't Know,400000,26000,35000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-12-09T15:52:20
25eaa5e7a3524c82abc52378a2ea8e27,1,2019-10-30T14:21:40,Yes,,Yes,Yes,Yes,16,"Bachelor degree (B.A., BSc, etc.)",No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-30T14:23:29
25eaa5e7a3524c82abc52378a2ea8e27,2,2019-10-30T11:56:05,Yes,,Yes,Yes,Yes,2,Class two completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-30T11:57:14
25eaa5e7a3524c82abc52378a2ea8e27,3,2019-10-30T11:57:30,Yes,,Yes,Yes,Yes,12,Technical/vocational post-secondary diploma/certificate,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-10-30T11:59:38
25eaa5e7a3524c82abc52378a2ea8e27,4,2019-10-30T12:00:14,No,2,No,No,No,,,,,,,,,Too young,,,No,,,No,,,,,,,,,,ALONE,2019-10-30T12:01:31
25f91743b7c846929bccf3a80a99e497,1,2020-01-03T09:39:11,Yes,,Yes,Yes,Yes,7,Class seven completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2020-01-03T09:39:44
25f91743b7c846929bccf3a80a99e497,2,2020-01-03T09:39:48,Yes,,Yes,Yes,Yes,4,Class four completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2020-01-03T09:41:07
25f91743b7c846929bccf3a80a99e497,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26172505bac941db8731baa243c0ad75,1,2019-11-08T14:19:52,Yes,,Yes,Yes,Yes,7,Class seven completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-08T14:21:35
26172505bac941db8731baa243c0ad75,2,2019-11-08T14:23:01,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-08T14:25:05
26172505bac941db8731baa243c0ad75,3,2019-11-08T14:26:53,No,1,Yes,Yes,Yes,7,Class six completed,Yes,Class seven,,,Public,No,,,,No,,,Yes,Class six,No expenses / Don't Know,No expenses / Don't Know,25000,20000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-11-08T14:29:24
264047f01c8a44ff8cfecd5754ae6142,1,2019-12-08T10:34:05,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-08T10:36:01
264047f01c8a44ff8cfecd5754ae6142,2,2019-12-08T13:23:09,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-08T13:25:03
264047f01c8a44ff8cfecd5754ae6142,3,2019-12-08T14:41:42,Yes,,Yes,Yes,Yes,7,Class seven completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-08T14:45:06
264047f01c8a44ff8cfecd5754ae6142,4,2019-12-10T07:30:08,Yes,,Yes,Yes,Yes,9,Lower education certificate (diploma),No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-10T07:32:08
264047f01c8a44ff8cfecd5754ae6142,5,2019-12-08T15:35:35,No,3,No,No,No,,,,,,,,,Too young,,,No,,,No,,,,,,,,,,ALONE,2019-12-08T15:38:22
264047f01c8a44ff8cfecd5754ae6142,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2654d93b5abc4020a9139329e49801bd,1,2019-12-28T10:57:42,Yes,,Yes,Yes,Yes,6,Class six completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-28T10:58:18
2654d93b5abc4020a9139329e49801bd,2,2019-12-30T14:54:39,Yes,,Yes,Yes,Yes,9,Class eight completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-30T14:54:50
2654d93b5abc4020a9139329e49801bd,3,2019-12-28T10:59:08,No,1,Yes,Yes,Yes,5,Class five completed,Yes,Class six,,,Public,Yes,,,,No,,,Yes,Class five,No expenses / Don't Know,150000,30000,20000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-12-28T11:03:52
2673ebe59e5b4b9e951204202e62c8f4,1,2019-11-02T14:53:01,Yes,,No,No,Yes,2,Class two completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-02T14:54:44
2673ebe59e5b4b9e951204202e62c8f4,2,2019-11-02T14:56:00,Yes,,Yes,Yes,Yes,8,Class eight completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-02T14:58:44
2673ebe59e5b4b9e951204202e62c8f4,3,2019-11-02T14:58:54,No,2,No,No,No,,,,,,,,,Too young,,,No,,,No,,,,,,,,,,ALONE,2019-11-02T15:00:47
2673ebe59e5b4b9e951204202e62c8f4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26c8f2816f8b437aaf0a717afe9d97b1,1,2019-12-11T17:52:16,Yes,,No,No,Yes,2,Class two completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-11T17:52:42
26c8f2816f8b437aaf0a717afe9d97b1,2,2019-12-09T15:26:55,Yes,,Yes,Yes,Yes,5,Class five completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-09T15:27:49
26c8f2816f8b437aaf0a717afe9d97b1,3,2019-12-09T15:28:03,No,2,Yes,Yes,Yes,9,Class eight completed,Yes,Class nine,,,Public,Yes,,,,No,,,Yes,Class eight,No expenses / Don't Know,54000,35000,12000,864000,504000,No expenses / Don't Know,,ALONE,2019-12-09T15:32:59
26c8f2816f8b437aaf0a717afe9d97b1,4,2019-12-09T15:33:08,No,2,Yes,Yes,Yes,2,Class one completed,Yes,Class two,,,Public,Yes,,,,No,,,Yes,Class one,No expenses / Don't Know,720000,10000,13000,1080000,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-12-09T15:37:01
26c8f2816f8b437aaf0a717afe9d97b1,5,2019-12-09T16:48:38,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-09T16:48:59
26f391e823494a63bc8b906bfd0b5471,1,2019-11-10T09:44:20,Yes,,Yes,Yes,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-10T09:45:23
26f391e823494a63bc8b906bfd0b5471,2,2019-11-10T09:45:27,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-10T09:46:04
26f391e823494a63bc8b906bfd0b5471,3,2019-11-10T09:46:12,Yes,,Yes,Yes,Yes,10,Class ten completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-10T09:46:57
26f391e823494a63bc8b906bfd0b5471,4,2019-11-10T09:47:10,No,1,Yes,Yes,Yes,7,Class seven completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-10T09:49:02
26f391e823494a63bc8b906bfd0b5471,5,2019-11-10T09:49:06,No,1,Yes,Yes,Yes,7,Class seven completed,Yes,Class eight,,,Public,Yes,,,,No,,,Yes,Class eight,No expenses / Don't Know,200000,40000,30000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-11-10T09:50:57
26f391e823494a63bc8b906bfd0b5471,6,2019-11-10T09:51:01,No,1,Yes,Yes,Yes,4,Class four completed,Yes,Class five,,,Public,No,,,,No,,,Yes,Class five,No expenses / Don't Know,No expenses / Don't Know,20000,25000,No expenses / Don't Know,No expenses / Don't Know,No expenses / Don't Know,,ALONE,2019-11-10T09:51:57
275cea6a38b941d48118a4fd357fa9e2,1,2019-12-21T14:45:07,Yes,,Yes,Yes,Yes,11,Class eleven completed,No,,,,,,,,,Yes,No,,No,,,,,,,,,,ALONE,2019-12-21T14:46:46
275cea6a38b941d48118a4fd357fa9e2,2,2019-12-20T17:55:35,Yes,,Yes,Yes,Yes,5,Class five completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-20T17:57:11
275cea6a38b941d48118a4fd357fa9e2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275cea6a38b941d48118a4fd357fa9e2,4,2019-12-21T15:30:11,Yes,,Yes,Yes,Yes,3,Class three completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-21T15:32:21
27ecf08c5ee24ae092ebf2cc0a44b309,1,2019-12-14T09:59:42,Yes,,Yes,Yes,Yes,5,Class five completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-14T10:00:19
27ecf08c5ee24ae092ebf2cc0a44b309,2,2019-12-14T10:00:38,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-12-14T10:00:53
27ecf08c5ee24ae092ebf2cc0a44b309,3,2019-12-14T10:00:57,No,2,No,No,No,,,,,,,,,Too young,,,No,,,No,,,,,,,,,,ALONE,2019-12-14T10:01:24
27fcda1f357d41629f1b98c0a41281ea,1,2019-12-14T16:25:16,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,WITH ADULT FEMALES PRESENT,2019-12-14T16:26:24
27fcda1f357d41629f1b98c0a41281ea,2,2019-12-14T17:02:57,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,WITH ADULT FEMALES PRESENT,2019-12-14T17:03:16
27fcda1f357d41629f1b98c0a41281ea,3,2019-12-14T17:29:27,Yes,,No,No,No,,,,,,,,,,,,No,,,No,,,,,,,,,,WITH ADULT FEMALES PRESENT,2019-12-14T17:30:35
286814db84ef44edbbb08c5039f012a3,1,2019-11-16T10:21:40,Yes,,Yes,Yes,Yes,2,Class two completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-16T10:23:00
286814db84ef44edbbb08c5039f012a3,2,2019-11-17T13:54:13,Yes,,Yes,Yes,Yes,2,Class two completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-17T13:55:17
286814db84ef44edbbb08c5039f012a3,3,2019-11-17T14:12:57,Yes,,No,No,Yes,1,Class one completed,No,,,,,,,,,No,,,No,,,,,,,,,,ALONE,2019-11-17T14:14:17
286814db84ef44edbbb08c5039f012a3,4,2019-11-17T14:15:08,No,3,Yes,Yes,No,,,,,,,,,Too poor,Due to long term illness (over 3 months),,No,,,No,,,,,,,,,,ALONE,2019-11-17T14:21:17
286814db84ef44edbbb08c5039f012a3,5,2019-11-17T14:21:26,No,3,Yes,Yes,Yes,6,Class five completed,Yes,Class six,,,Public,No,,,,No,,,No,,,,,,,,,,ALONE,2019-11-17T14:23:04
286814db84ef44edbbb08c5039f012a3,6,2019-11-17T14:23:13,No,3,No,No,Yes,2,Class one completed,Yes,Class two,,,Public,No,,,,No,,,Yes,Class one,No expenses / Don't Know,No expenses / Don't Know,47000,25000,No expenses / Don't Know,No expenses / Don't Know,3500,,ALONE,2019-11-17T14:24:35
286814db84ef44edbbb08c5039f012a3,7,2019-11-17T14:24:56,No,2,Yes,Yes,No,,,,,,,,,Too poor,Due to long term illness (over 3 months),,No,,,No,,,,,,,,,,ALONE,2019-11-17T14:26:56
286814db84ef44edbbb08c5039f012a3,8,2019-11-17T14:27:03,No,2,Yes,Yes,Yes,4,Class three completed,Yes,Class four,,,Public,Yes,,,,No,,,Yes,Class three,No expenses / Don't Know,No expenses / Don't Know,85000,36000,No expenses / Don't Know,No expenses / Don't Know,5000,,ALONE,2019-11-17T14:29:29
